TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
PHB20190827,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,2,1.13112
YON20190826,Calanoid j,COPEPOD,Copepod,,,1100,50,0.56556
YON20190826,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,1,0.56556
YON20190826,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.56556
YON20190826,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,11,0.56556
YON20190826,Candacia discaudata f,COPEPOD,Copepod,Candacia,discaudata,346235,2,0.56556
ROT20191126,Calanoid j,COPEPOD,Copepod,,,1100,31,1.13112
ROT20191126,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.13112
ROT20191126,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.13112
PHB20190827,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,128950,1,1.13112
PHB20190827,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,72,1.13112
PHB20190827,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,17,1.13112
PHB20190827,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,1,1.13112
ROT20191126,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,2,1.13112
YON20191202,Ditrichocorycaeus erythraeus f,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,1,0.226224
YON20191202,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.226224
MAI20181204,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,4,0.961452
MAI20181204,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,15,0.961452
MAI20181204,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,7,0.961452
MAI20181204,Globigerinidae,NON-COPEPOD,Foraminifera,,,111929,20,0.961452
MAI20181204,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,54,0.961452
NSI20140917,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,4,0.622116
NSI20140917,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,1,0.622116
NSI20140917,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,45,0.622116
NSI20140917,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,22,0.622116
NSI20140917,Physonectae,NON-COPEPOD,Cnidarian,,,135335,1,0.622116
NSI20140901,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,1.55529
NSI20140901,Eucalanidae j,COPEPOD,Copepod,,,104085,10,1.55529
MAI20180627,Calanoid j,COPEPOD,Copepod,,,1100,59,0.84834
MAI20180627,Clausocalanus brevipes f,COPEPOD,Copepod,Clausocalanus,brevipes,342443,1,0.84834
MAI20180627,Evadne nordmanni f gravid,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,7,0.84834
NSI20140901,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,14,1.55529
NSI20140901,Oncaea zernovi complex m,COPEPOD,Copepod,Oncaea,zernovi complex,128955,6,1.55529
NSI20140901,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,2,1.55529
NSI20140901,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,3,1.55529
NSI20140901,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,2,1.55529
NSI20140901,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,3,1.55529
NSI20140901,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,5,1.55529
NSI20140901,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,1,1.55529
NSI20140901,Unid invert larvae,NON-COPEPOD,Other,,,1066,1,1.55529
PHB20151115,Nauplii calanoid,COPEPOD,Copepod,,,1100,100,1.13112
PHB20151115,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,1,1.13112
PHB20151115,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,264,1.13112
PHB20151115,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,,,148378,1,1.13112
PHB20151115,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,417162,1,1.13112
PHB20151115,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,2,1.13112
PHB20151115,Favella spp.,NON-COPEPOD,Ciliophora,Favella,spp.,172431,3,1.13112
PHB20151115,Serratosagitta tasmanica,NON-COPEPOD,Chaetognath,Serratosagitta,tasmanica,105465,1,1.13112
PHB20151013,Nauplii calanoid,COPEPOD,Copepod,,,1100,52,0.56556
PHB20151013,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,30,0.56556
PHB20151013,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.56556
PHB20151013,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,1,0.56556
PHB20151013,Euphausiid calyptope,NON-COPEPOD,Euphausiid,,,110671,1,0.56556
PHB20151013,Lensia subtilis,NON-COPEPOD,Cnidarian,Lensia,subtilis,135439,1,0.56556
PHB20151013,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,23,0.56556
PHB20111018,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,104645,3,1.13112
PHB20111018,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,1.13112
PHB20111018,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,2,1.13112
PHB20111018,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,2,1.13112
PHB20111018,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,1,1.13112
PHB20101110,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,2,1.13112
PHB20101110,Oithona spp. large m,COPEPOD,Copepod,Oithona,spp.,106485,1,1.13112
PHB20100218,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,211848,1,1.13112
PHB20100218,Corycaeus crassiusculus m,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,1,1.13112
PHB20100218,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,1,1.13112
PHB20100218,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,1,1.13112
PHB20100218,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,1,1.13112
PHB20100218,Oncaea venusta medium no hump f,COPEPOD,Copepod,Oncaea,venusta medium no hump,128954,1,1.13112
PHB20100218,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,1.13112
PHB20100218,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,3,1.13112
PHB20100218,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,125,1.13112
PHB20100218,Evadne spinifera f,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,1,1.13112
PHB20100218,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,1,1.13112
IIOE20190523,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,1,1.13112
IIOE20190523,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,1,1.13112
IIOE20190523,Radiolarian G,NON-COPEPOD,Radiozoa,,,,2,1.13112
IIOE20190523,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,,,135338,3,1.13112
NSI20190821,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,2,1.55529
NSI20190821,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,1.55529
NSI20190821,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,15,1.55529
NSI20190821,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,25,1.55529
PHB20200812,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,1,2.68641
PHB20200812,Corycaeidae j,COPEPOD,Copepod,,,128569,3,2.68641
PHB20200812,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,2,2.68641
PHB20200812,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,1,2.68641
PHB20200812,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,1,2.68641
NSI20190821,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,13,1.55529
NSI20190821,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,3,1.55529
NSI20190821,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,6,1.55529
PHB20200812,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,1,2.68641
PHB20200812,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,4,2.68641
ROT20200825,Acartia spp. f,COPEPOD,Copepod,Acartia,spp.,104108,1,0.226224
ROT20200825,Calanoid j,COPEPOD,Copepod,,,1100,101,0.226224
ROT20200825,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,2,0.226224
ROT20200825,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,2,0.226224
ROT20200825,Corycaeidae j,COPEPOD,Copepod,,,128569,16,0.226224
ROT20200825,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,6,0.226224
ROT20200825,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.226224
ROT20200825,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,116116,3,0.226224
ROT20200825,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,2,0.226224
ROT20200825,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2,0.226224
ROT20200825,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,3,0.226224
ROT20200825,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.226224
ROT20200825,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,4,0.226224
ROT20200825,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,0.226224
ROT20200825,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,104173,1,0.226224
ROT20200825,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,0.226224
ROT20200825,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,9,0.226224
ROT20200825,Euconchoecia aculeata,NON-COPEPOD,Ostracod,Euconchoecia,aculeata,127784,5,0.226224
ROT20200825,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,1,0.226224
NSI20080929,Calanid CV,COPEPOD,Copepod,,,104079,6,0.622116
NSI20080929,Corycaeidae j,COPEPOD,Copepod,,,128569,5,0.622116
NSI20080929,Nauplii copepod,COPEPOD,Copepod,,,1080,44,0.622116
NSI20080929,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,2,0.622116
NSI20080929,Barnacle nauplii,NON-COPEPOD,Cirripedia,,,1082,1,0.622116
NSI20080929,Egg,NON-COPEPOD,Egg,,,,44,0.622116
NSI20080929,Salpidae,NON-COPEPOD,Thaliacean,,,137217,2,0.622116
NSI20081030,Calanopia elliptica f,COPEPOD,Copepod,Calanopia,elliptica,104724,1,0.622116
NSI20081030,Nauplii copepod,COPEPOD,Copepod,,,1080,89,0.622116
NSI20081030,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,106485,5,0.622116
NSI20081030,Siphonophore,NON-COPEPOD,Cnidarian,,,1371,2,0.622116
NSI20081119,Calanid CV,COPEPOD,Copepod,,,104079,1,0.622116
NSI20081119,Pleuromamma spp. f,COPEPOD,Copepod,Pleuromamma,spp.,104191,1,0.622116
NSI20081119,Cavoliniidae body,NON-COPEPOD,Mollusc,,,23000,1,0.622116
NSI20090114,Centropages bradyi f,COPEPOD,Copepod,Centropages,bradyi,104491,1,0.622116
NSI20090114,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,7,0.622116
NSI20090114,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,128954,1,0.622116
NSI20090114,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,6,0.622116
NSI20090114,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,1,0.622116
NSI20090218,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,346059,1,0.622116
NSI20090218,Oncaea clevei complex m,COPEPOD,Copepod,Oncaea,clevei complex,354022,3,0.622116
NSI20090218,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,3,0.622116
NSI20090318,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,1,0.622116
NSI20090318,Oncaea mediterranea complex m,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,0.622116
NSI20090318,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,3,0.622116
NSI20090416,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,2,0.622116
NSI20090416,Bivalve,NON-COPEPOD,Mollusc,,,105,6,0.622116
NSI20090527,Amphipod j,NON-COPEPOD,Amphipod,,,1135,1,0.622116
PHB20180221,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,211848,1,0.56556
PHB20180221,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.56556
PHB20180221,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3,0.56556
PHB20180221,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,1,0.56556
PHB20180221,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,1,0.56556
PHB20180221,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,3,0.56556
PHB20180221,Oncaeidae f,COPEPOD,Copepod,,,128586,1,0.56556
PHB20180221,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,5,0.56556
PHB20180221,Pelagobia longicirrata,NON-COPEPOD,Polychaete,Pelagobia,longicirrata,130219,1,0.56556
YON20180220,Calanoid j,COPEPOD,Copepod,,,1100,77,0.1470456
YON20180220,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,128672,1,0.1470456
YON20180220,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,1,0.1470456
YON20180220,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,2,0.1470456
YON20180220,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,9,0.1470456
YON20180220,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,28,0.1470456
YON20180220,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,1,0.1470456
ROT20180719,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,1,0.509004
ROT20180511,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,128814,1,0.5429376
ROT20180719,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,1,0.509004
ROT20180719,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,2,0.509004
KAI20180515,Agetus flaccus f,COPEPOD,Copepod,Agetus,flaccus,128795,2,1.13112
KAI20180515,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,1,1.13112
KAI20180515,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,4,1.13112
KAI20180515,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,1.13112
KAI20180515,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,1,1.13112
KAI20180515,Nauplii calanoid,COPEPOD,Copepod,,,1100,12,1.13112
KAI20180515,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,11,1.13112
KAI20180515,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,1,1.13112
KAI20180515,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,1,1.13112
KAI20180515,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,1,1.13112
PHB20100218,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,18,1.13112
PHB20100218,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,1,1.13112
PHB20100218,Prosobranch,NON-COPEPOD,Mollusc,,,102,1,1.13112
PHB20100218,Rhabdonella spiralis,NON-COPEPOD,Ciliophora,Rhabdonella,spiralis,235763,1,1.13112
ROT20180719,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,3,0.509004
ROT20180719,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,1,0.509004
ROT20180719,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.509004
ROT20180719,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,7,0.509004
ROT20180719,Brachyuran megalopa,NON-COPEPOD,Decapod,,,106673,1,0.509004
ROT20180719,Doliolum oozoid spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,1,0.509004
ROT20180719,Globigerinidae,NON-COPEPOD,Foraminifera,,,111929,2,0.509004
ROT20180719,Lucifer spp. protozoea,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1,0.509004
ROT20180719,Sergestid zoea,NON-COPEPOD,Decapod,,,106731,1,0.509004
DAR20190723_0630,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,3,0.1583568
PHB20191028,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,128672,1,1.13112
PHB20191028,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,1,1.13112
PHB20191028,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,30,1.13112
PHB20191028,Oithona robusta f,COPEPOD,Copepod,Oithona,robusta,106654,1,1.13112
PHB20191028,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,7,1.13112
DAR20190723_0630,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,4,0.1583568
DAR20190723_0630,Cypridina spp.,NON-COPEPOD,Ostracod,Cypridina,spp.,127520,1,0.1583568
PHB20200831,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1,2.8278
PHB20200831,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,1,2.8278
PHB20200831,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,17,2.8278
PHB20200831,Medusa,NON-COPEPOD,Cnidarian,,,135220,1,2.8278
PHB20200831,Ophiopluteus,NON-COPEPOD,Echinoderm,,,1806,1,2.8278
PHB20200831,Polychaete,NON-COPEPOD,Polychaete,,,883,1,2.8278
PHB20200831,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,11,2.8278
YON20200904,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,1,1.13112
NSI20100121,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,128954,2,0.622116
NSI20100214,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,1,0.622116
NSI20100214,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,0.622116
NSI20100214,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.622116
NSI20100214,Subeucalanus subcrassus f,COPEPOD,Copepod,Subeucalanus,subcrassus,104548,2,0.622116
NSI20100322,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.622116
NSI20100322,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,0.622116
NSI20100322,Bivalve,NON-COPEPOD,Mollusc,,,105,10,0.622116
NSI20100322,Decapod larvae,NON-COPEPOD,Decapod,,,1130,7,0.622116
NSI20100411,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,0.622116
NSI20100411,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,220838,1,0.622116
NSI20100411,Calanopia spp. j,COPEPOD,Copepod,Calanopia,spp.,104207,1,0.622116
NSI20100411,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.622116
NSI20100411,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,0.622116
NSI20100411,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.622116
NSI20100411,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,128954,1,0.622116
PHB20180927,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.56556
PHB20180927,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,2,0.56556
PHB20180927,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.56556
PHB20180927,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.56556
PHB20180927,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,1,0.56556
PHB20180927,Bivalve,NON-COPEPOD,Mollusc,,,105,12,0.56556
PHB20180927,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,5,0.56556
PHB20180927,Facetotecta nauplii,NON-COPEPOD,Thecostraca,,,150305,1,0.56556
PHB20180927,Ostracod,NON-COPEPOD,Ostracod,,,1078,1,0.56556
PHB20181120,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,2,0.56556
PHB20181120,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,9,0.56556
PHB20181120,Onychocorycaeus agilis m,COPEPOD,Copepod,Onychocorycaeus,agilis,359743,1,0.56556
PHB20181120,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,18,0.56556
ROT20181211,Acartia (Acanthacartia) fossae m,COPEPOD,Copepod,Acartia (Acanthacartia),fossae,345933,2,0.254502
ROT20181211,Corycaeidae m,COPEPOD,Copepod,,,128569,1,0.254502
ROT20181211,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,0.254502
ROT20181211,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,1,0.254502
ROT20181211,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,20,0.254502
ROT20181211,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,2,0.254502
ROT20181211,Bivalve,NON-COPEPOD,Mollusc,,,105,10,0.254502
PHB20180724,Corycaeidae j,COPEPOD,Copepod,,,128569,1,0.56556
PHB20180724,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,1,0.56556
PHB20180724,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,128690,12,0.56556
PHB20180724,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,1,0.56556
PHB20180724,Urocorycaeus furcifer f,COPEPOD,Copepod,Urocorycaeus,furcifer,128821,1,0.56556
PHB20180724,Bivalve,NON-COPEPOD,Mollusc,,,105,1,0.56556
PHB20180724,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,3,0.56556
PHB20180724,Radiozoa,NON-COPEPOD,Radiozoa,,,196831,2,0.56556
PHB20180724,Trochophore larvae,NON-COPEPOD,Polychaete,,,882,1,0.56556
PHB20180724,Xystonella treforti,NON-COPEPOD,Ciliophora,Xystonella,treforti,196855,2,0.56556
ROT20180727,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.254502
ROT20180727,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3,0.254502
ROT20180727,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.254502
ROT20180727,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2,0.254502
ROT20180727,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.254502
ROT20180727,Paroithona spp. f,COPEPOD,Copepod,Paroithona,spp.,106486,1,0.254502
ROT20180727,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,1,0.254502
KAI20180820,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.56556
KAI20180820,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,3,0.56556
KAI20180820,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,2,0.56556
KAI20180820,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,7,0.56556
YON20180817,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,69,0.226224
YON20180817,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,1,0.226224
YON20180817,Auricularia spp. larvae,NON-COPEPOD,Echinoderm,Auricularia,spp.,345834,1,0.226224
YON20180817,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,127538,24,0.226224
YON20180817,Pluteus larva,NON-COPEPOD,Echinoderm,,,1806,2,0.226224
YON20180817,Prosobranch,NON-COPEPOD,Mollusc,,,102,1,0.226224
KAI20180820,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,27,0.56556
NSI20190118,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,346026,1,0.56556
NSI20190118,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,104192,1,0.56556
NSI20190118,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,0.56556
NSI20190118,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,15,0.56556
NSI20190118,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,1,0.56556
ROT20180831,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,8,0.254502
ROT20180831,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,128672,1,0.254502
ROT20180831,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,13,0.254502
ROT20180831,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,2,0.254502
ROT20180831,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,127538,1,0.254502
ROT20180831,Isopod j,NON-COPEPOD,Isopod,,,1131,1,0.254502
ROT20180831,Ophiopluteus,NON-COPEPOD,Echinoderm,,,1806,1,0.254502
NSI20190118,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,16,0.56556
NSI20190118,Globigerinidae,NON-COPEPOD,Foraminifera,,,111929,1,0.56556
NSI20181115,Eucalanidae j,COPEPOD,Copepod,,,104085,3,0.70695
NSI20181115,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.70695
NSI20181115,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,5,0.70695
NSI20181115,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,0.70695
YON20190528,Nauplii calanoid,COPEPOD,Copepod,,,1100,22,0.28278
