TRIP_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,SPCODE,CELL_COUNT,SAMPVOL_L
YON20191202,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,2,0.005
YON20191202,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,20,0.005
YON20191202,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,6,0.005
YON20191202,Eucampia cornuta,Centric diatom,Eucampia,cornuta,248058,10,0.005
YON20191202,Flagellate <10 µm fusiform,Flagellate,,,146222,7,0.0009
YON20191202,Flagellate <10 µm round,Flagellate,,,146222,177,0.0009
YON20191202,Guinardia striata,Centric diatom,Guinardia,striata,149113,34,0.005
YON20191202,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,4,0.005
YON20191202,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,7,0.005
YON20191202,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,2,0.005
YON20191202,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,32,0.005
YON20191202,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,11,0.005
YON20191202,Proboscia alata f. indica,Centric diatom,Proboscia,alata f. indica,983150,2,0.005
YON20191202,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,34,0.005
YON20191202,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,25,0.005
YON20191202,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,109555,1,0.1
YON20191202,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,4,0.005
YON20191202,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,10,0.005
YON20191202,Rhizosolenia pungens,Centric diatom,Rhizosolenia,pungens,149117,1,0.005
YON20191202,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,15,0.005
YON20191202,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,5,0.005
YON20191202,Strombidium spp.,Ciliate,Strombidium,spp.,101195,1,0.005
YON20191202,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,149093,6,0.005
YON20191202,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,5,0.005
YON20191202,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,20,0.005
YON20191202,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,1,0.1
YON20191202,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,837456,1,0.1
YON20191202,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,6,0.005
YON20191202,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,3,0.0009
YON20200116,Asterionellopsis glacialis,Pennate diatom,Asterionellopsis,glacialis,149139,8,0.0396
YON20200116,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,7,0.0396
YON20200116,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,13,0.0396
YON20200116,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,2,0.0396
YON20200116,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,11,0.0396
YON20200116,Ciliate (Inc. tintinnid),Ciliate,,,11,28,0.0396
YON20200116,Codonellopsis morchella,Ciliate,Codonellopsis,morchella,240441,1,0.0396
YON20200116,Cylindrical diatom,Centric diatom,,,148899,1,0.0396
YON20200116,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,13,0.0396
YON20200116,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,5,0.0396
YON20200116,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,1,0.0396
YON20200116,Eutintinnus lusus-undae,Ciliate,Eutintinnus,lusus-undae,247939,3,0.0396
YON20200116,Flagellate <10 µm fusiform,Flagellate,,,146222,1,0.00198
YON20200116,Flagellate <10 µm round,Flagellate,,,146222,115,0.00198
YON20200116,Guinardia striata,Centric diatom,Guinardia,striata,149113,7,0.0396
YON20200116,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,1,0.0396
YON20200116,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,10,0.0396
YON20200116,Haslea wawrikae,Pennate diatom,Haslea,wawrikae,248063,3,0.0396
YON20200116,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,6,0.0396
YON20200116,Laboea spp.,Ciliate,Laboea,spp.,101190,3,0.0396
YON20200116,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,39,0.0396
YON20200116,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,149230,2,0.0396
YON20200116,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,149150,1,0.0396
YON20200116,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,25,0.0396
YON20200116,Pennate diatom > 100 µm,Pennate diatom,,,148899,1,0.0396
YON20200116,Proboscia alata,Centric diatom,Proboscia,alata,149168,13,0.0396
YON20200116,Proboscia alata f. indica,Centric diatom,Proboscia,alata f. indica,983150,6,0.0396
YON20200116,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.0396
YON20200116,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,20,0.0396
YON20200116,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,8,0.0396
YON20200116,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,109555,1,0.0396
YON20200116,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.0396
YON20200116,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,1,0.0396
YON20200116,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,1,0.0396
YON20200116,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,1,0.0396
YON20200116,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,1,0.0396
YON20200116,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,450,0.00099
YON20200116,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,1,0.099
YON20200116,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,27,0.0396
YON20200212,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,5,0.0196
YON20200212,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,3,0.0196
YON20200212,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,156617,5,0.0196
YON20200212,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,16,0.0196
YON20200212,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,14,0.0196
YON20200212,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,20,0.0196
YON20200212,Ciliate (Inc. tintinnid),Ciliate,,,11,1,0.0196
YON20200212,Cryptophyta < 10 µm length,Flagellate,,,17638,7,0.001078
YON20200212,Cylindrical diatom,Centric diatom,,,148899,7,0.0196
YON20200212,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,2,0.0196
YON20200212,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,54,0.0196
YON20200212,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,8,0.0196
YON20200212,Flagellate <10 µm fusiform,Flagellate,,,146222,1,0.001078
YON20200212,Flagellate <10 µm round,Flagellate,,,146222,209,0.001078
YON20200212,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,14,0.0196
YON20200212,Guinardia striata,Centric diatom,Guinardia,striata,149113,20,0.0196
YON20200212,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,1,0.0196
YON20200212,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,6,0.0196
YON20200212,Hemiaulus sinensis,Centric diatom,Hemiaulus,sinensis,163250,1,0.0196
YON20200212,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,53,0.0196
YON20200212,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,8,0.0196
YON20200212,Proboscia alata,Centric diatom,Proboscia,alata,149168,8,0.0196
YON20200212,Proboscia alata f. indica,Centric diatom,Proboscia,alata f. indica,983150,1,0.0196
YON20200212,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,45,0.0196
YON20200212,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,9,0.0196
YON20200212,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,2,0.0196
YON20200212,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,149116,11,0.0196
YON20200212,Rhizosolenia pungens,Centric diatom,Rhizosolenia,pungens,149117,2,0.0196
YON20200212,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,3,0.0196
YON20200212,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,7,0.0196
YON20200212,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,5,0.0196
YON20200212,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,3,0.0196
YON20200212,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,3,0.0196
YON20200212,Thalassiosira spp. 60-80 µm,Centric diatom,Thalassiosira,spp.,148912,3,0.0196
YON20200212,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,20,0.098
YON20200212,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,1,0.098
YON20200212,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,842517,1,0.098
YON20200212,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,13,0.0196
YON20200306,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,2,0.0376
YON20200306,Chaetoceros spp.,Centric diatom,Chaetoceros,spp.,148985,1,0.0376
YON20200306,Chrysophyceae,Flagellate,,,146230,1,0.00188
YON20200306,Ciliate (naked < 25µm),Ciliate,,,11,2,0.0376
YON20200306,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,2,0.0376
YON20200306,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,1,0.0376
YON20200306,Entomoneis spp.,Pennate diatom,Entomoneis,spp.,156598,1,0.0376
YON20200306,Flagellate <10 µm fusiform,Flagellate,,,146222,2,0.00188
YON20200306,Flagellate <10 µm round,Flagellate,,,146222,21,0.00188
YON20200306,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,1,0.0376
YON20200306,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,8,0.0376
YON20200306,Hemiaulus sinensis,Centric diatom,Hemiaulus,sinensis,163250,6,0.0376
YON20200306,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,9,0.0376
YON20200306,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,6,0.0376
YON20200306,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,3,0.0376
YON20200306,Podolampas spp.,Dinoflagellate,Podolampas,spp.,109550,1,0.0376
YON20200306,Proboscia alata,Centric diatom,Proboscia,alata,149168,1,0.0376
YON20200306,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,2,0.0376
YON20200306,Thalassionema frauenfeldii,Pennate diatom,Thalassionema,frauenfeldii,176352,3,0.0376
YON20200306,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,570,0.0376
YON20200306,Unid dinoflagellate 30 - 50 µm,Dinoflagellate,,,146203,1,0.0376
YON20200306,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,1,0.00188
YON20200306,Unid dinoflagellate > 10 µm,Dinoflagellate,,,146203,1,0.0376
YON20200422,Actinopoda,Radiozoa,,,582421,1,0.02375
YON20200422,Ascampbelliella spp.,Ciliate,Ascampbelliella,spp.,415082,3,0.02375
YON20200422,Bacteriastrum furcatum,Centric diatom,Bacteriastrum,furcatum,164110,2,0.02375
YON20200422,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,18,0.02375
YON20200422,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,1,0.02375
YON20200422,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,3,0.02375
YON20200422,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,7,0.02375
YON20200422,Ciliate (Inc. tintinnid),Ciliate,,,11,24,0.02375
YON20200422,Cryptophyta < 10 µm length,Flagellate,,,17638,19,0.0019
YON20200422,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,118,0.02375
YON20200422,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,1,0.02375
YON20200422,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,5,0.02375
YON20200422,Euglenida,Flagellate,,,582209,1,0.02375
YON20200422,Eutintinnus apertus,Ciliate,Eutintinnus,apertus,235770,1,0.02375
YON20200422,Flagellate <10 µm fusiform,Flagellate,,,146222,17,0.0019
YON20200422,Flagellate <10 µm round,Flagellate,,,146222,129,0.0019
YON20200422,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,4,0.02375
YON20200422,Laboea spp.,Ciliate,Laboea,spp.,101190,5,0.02375
YON20200422,Lyrella spp.,Pennate diatom,Lyrella,spp.,180390,1,0.02375
YON20200422,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,149150,43,0.02375
YON20200422,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,4,0.02375
YON20200422,Pennate diatom 10 - 25 µm,Pennate diatom,,,148899,13,0.02375
YON20200422,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,19,0.02375
YON20200422,Pennate diatom 50 - 75 µm,Pennate diatom,,,148899,1,0.02375
YON20200422,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,4,0.02375
YON20200422,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,4,0.02375
YON20200422,Prorocentrum triestinum,Dinoflagellate,Prorocentrum,triestinum,110316,2,0.02375
YON20200422,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,7,0.02375
YON20200422,Rhabdonella amor,Ciliate,Rhabdonella,amor,341673,1,0.02375
YON20200422,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,2,0.02375
YON20200422,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,4,0.02375
YON20200422,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,149093,13,0.02375
YON20200422,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,12,0.02375
YON20200422,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,270,0.00475
YON20200422,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,20,0.02375
YON20200422,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,10,0.0019
YON20200611,Bacteriastrum furcatum,Centric diatom,Bacteriastrum,furcatum,164110,7,0.0245
YON20200611,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,13,0.0245
YON20200611,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,3,0.0245
YON20200611,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,156617,6,0.0245
YON20200611,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,5,0.0245
YON20200611,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,55,0.0245
YON20200611,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,3,0.0245
YON20200611,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,17,0.0245
YON20200611,Ciliate (Inc. tintinnid),Ciliate,,,11,35,0.0245
YON20200611,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,148917,1,0.0245
YON20200611,Coscinodiscus spp. 150-200 µm,Centric diatom,Coscinodiscus,spp.,148917,1,0.0245
YON20200611,Cryptophyta < 10 µm length,Flagellate,,,17638,8,0.00196
YON20200611,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,38,0.0245
YON20200611,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,4,0.0245
YON20200611,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,1,0.0245
YON20200611,Flagellate <10 µm fusiform,Flagellate,,,146222,7,0.00196
YON20200611,Flagellate <10 µm round,Flagellate,,,146222,123,0.00196
YON20200611,Foraminifera,Foraminifera,,,1410,1,0.0245
YON20200611,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,149313,1,0.0245
YON20200611,Guinardia flaccida >150 µm length,Centric diatom,Guinardia,flaccida,149132,14,0.0245
YON20200611,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,8,0.0245
YON20200611,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,4,0.0245
YON20200611,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,4,0.0245
YON20200611,Laboea spp.,Ciliate,Laboea,spp.,101190,2,0.0245
YON20200611,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,5,0.0245
YON20200611,Leptocylindrus mediterraneus (no flagellates),Centric diatom,Leptocylindrus,mediterraneus,149230,3,0.0245
YON20200611,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,149230,7,0.0245
YON20200611,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,149150,1,0.0245
YON20200611,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,3,0.0245
YON20200611,Pennate diatom 10 - 25 µm,Pennate diatom,,,148899,1,0.0245
YON20200611,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,12,0.0245
YON20200611,Phalacroma spp.,Dinoflagellate,Phalacroma,spp.,109466,1,0.0245
YON20200611,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.0245
YON20200611,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,4,0.0245
YON20200611,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.0245
YON20200611,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,17,0.0245
YON20200611,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,1,0.0245
YON20200611,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,1,0.0245
YON20200611,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,1,0.0245
YON20200611,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,149093,5,0.0245
YON20200611,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,4,0.0245
YON20200611,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,6,0.0245
YON20200611,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,20,0.0245
YON20200611,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,4,0.00196
YON20200710,Ascampbelliella spp.,Ciliate,Ascampbelliella,spp.,415082,1,0.0285
YON20200710,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,9,0.0285
YON20200710,Cerataulina spp.,Centric diatom,Cerataulina,spp.,149236,2,0.0285
YON20200710,Chaetoceros cf. atlanticus,Centric diatom,Chaetoceros (Hyalochaete),cf. atlanticus,149288,10,0.0285
YON20200710,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,3,0.0285
YON20200710,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,9,0.0285
YON20200710,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,10,0.0285
YON20200710,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,15,0.0285
YON20200710,Ciliate (Inc. tintinnid),Ciliate,,,11,17,0.0285
YON20200710,Cryptophyta < 10 µm length,Flagellate,,,17638,8,0.0285
YON20200710,Cylindrical diatom,Centric diatom,,,148899,10,0.0285
YON20200710,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,104,0.0285
YON20200710,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,4,0.0285
YON20200710,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,149023,1,0.0285
YON20200710,Euglenida,Flagellate,,,582209,1,0.0285
YON20200710,Flagellate <10 µm fusiform,Flagellate,,,146222,6,0.0285
YON20200710,Flagellate <10 µm round,Flagellate,,,146222,186,0.0285
YON20200710,Guinardia striata,Centric diatom,Guinardia,striata,149113,2,0.0285
YON20200710,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,6,0.0285
YON20200710,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,5,0.0285
YON20200710,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,4,0.0285
YON20200710,Laboea spp.,Ciliate,Laboea,spp.,101190,4,0.0285
YON20200710,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,149230,4,0.0285
YON20200710,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,149150,7,0.0285
YON20200710,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,22,0.0285
YON20200710,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.0285
YON20200710,Proboscia alata,Centric diatom,Proboscia,alata,149168,7,0.0285
YON20200710,Pronoctiluca spp.,Dinoflagellate,Pronoctiluca,spp.,109487,2,0.0285
YON20200710,Prymnesiophytes,Flagellate,,,115057,3,0.0285
YON20200710,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,1,0.0285
YON20200710,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,8,0.0285
YON20200710,Pseudosolenia calcar-avis,Centric diatom,Pseudosolenia,calcar-avis,163344,3,0.0285
YON20200710,Rhabdonella amor,Ciliate,Rhabdonella,amor,341673,1,0.0285
YON20200710,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,3,0.0285
YON20200710,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,2,0.0285
YON20200710,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,1,0.0285
YON20200710,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,183545,3,0.0285
YON20200710,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,6,0.0285
YON20200710,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,4,0.0285
YON20200710,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,5,0.0285
YON20200710,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,1,0.0285
YON20200710,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,420,0.0285
YON20200710,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,1,0.095
YON20200710,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,30,0.0285
YON20200710,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,4,0.0285
YON20200802,Bacillaria paxillifera,Pennate diatom,Bacillaria,paxillifera,558243,2,0.0384
YON20200802,Cerataulina spp.,Centric diatom,Cerataulina,spp.,149236,1,0.0384
YON20200802,Ciliate (Inc. tintinnid),Ciliate,,,11,16,0.0384
YON20200802,Cryptophyta < 10 µm length,Flagellate,,,17638,16,0.001728
YON20200802,Cylindrical diatom,Centric diatom,,,148899,3,0.0384
YON20200802,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,53,0.0384
YON20200802,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,3,0.0384
YON20200802,Flagellate <10 µm fusiform,Flagellate,,,146222,28,0.001728
YON20200802,Flagellate <10 µm round,Flagellate,,,146222,156,0.001728
YON20200802,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,4,0.0384
YON20200802,Gyrodinium spp. 10-20 µm,Dinoflagellate,Gyrodinium,spp.,,1,0.0384
YON20200802,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,13,0.0384
YON20200802,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,149230,5,0.0384
YON20200802,Navicula cf. 20-40 µm length,Pennate diatom,,,149031,5,0.0384
YON20200802,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,149150,3,0.0384
YON20200802,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,2,0.0384
YON20200802,Pennate diatom 10 - 25 µm,Pennate diatom,,,148899,4,0.0384
YON20200802,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,22,0.0384
YON20200802,Proboscia alata,Centric diatom,Proboscia,alata,149168,1,0.0384
YON20200802,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,1,0.0384
YON20200802,Prymnesiophytes,Flagellate,,,115057,4,0.001728
YON20200802,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,14,0.0384
YON20200802,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,4,0.0384
YON20200802,Radiolarian,Radiozoa,,,196831,2,0.0384
YON20200802,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,1,0.0384
YON20200802,Salpingella spp.,Ciliate,Salpingella,spp.,183566,2,0.0384
YON20200802,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,4,0.0384
YON20200802,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,1,0.0384
YON20200802,Undella claparedi,Ciliate,Undella,claparedi,341684,1,0.0384
YON20200802,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,15,0.0384
YON20200802,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,12,0.001728
YON20200904,Bacteriastrum delicatulum,Centric diatom,Bacteriastrum,delicatulum,164108,11,0.00588
YON20200904,Bacteriastrum elongatum,Centric diatom,Bacteriastrum,elongatum,162916,5,0.00588
YON20200904,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,60,0.00588
YON20200904,Cerataulina spp.,Centric diatom,Cerataulina,spp.,149236,1,0.00588
YON20200904,Chaetoceros cf. laciniosus,Centric diatom,Chaetoceros (Hyalochaete),cf. laciniosus,,34,0.00588
