SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,CELL_COUNT,SAMPVOL_L
1000,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,6,0.106
1000,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,0.106
1000,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,2,0.106
1000,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),16,0.002226
1000,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),2,0.00053
1001,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,1,0.0015
1001,Ciliate (Inc. tintinnid),Ciliate,(null),(null),13,0.0015
1001,Cryptophyta < 10 µm length,Flagellate,(null),(null),7,0.0005
1001,Cylindrical diatom,Centric diatom,(null),(null),1,0.0015
1001,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,17,0.0015
1001,Flagellate <10 µm fusiform,Flagellate,(null),(null),2,0.0005
1001,Flagellate <10 µm round,Flagellate,(null),(null),252,0.0005
1001,Guinardia delicatula,Centric diatom,Guinardia,delicatula,3,0.0015
1001,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,4,0.0015
1001,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,28,0.0015
1001,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,4,0.0015
1001,Navicula cf. 100-120 µm length,Pennate diatom,(null),(null),3,0.0015
1001,Oxytoxum parvum,Dinoflagellate,Oxytoxum,parvum,35,0.0015
1001,Pronoctiluca pelagica,Dinoflagellate,Pronoctiluca,pelagica,1,0.0015
1001,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,29,0.0015
1001,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,7,0.0015
1001,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,1,0.0015
1001,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,1,0.0015
1001,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,195,0.0015
1001,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,8,0.0015
1001,Tripos contortus var. karstenii,Dinoflagellate,Tripos (Amphiceratium),contortus var. karstenii,1,0.1
1001,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,8,0.1
1001,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,10,0.1
1001,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,1,0.1
1001,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,1,0.1
1001,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,1,0.1
1001,Tripos setaceus,Dinoflagellate,Tripos (Ceratium),setaceus,5,0.1
1001,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),2,0.0015
1002,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,3,0.00503
1002,Cerataulina spp.,Centric diatom,Cerataulina,spp.,11,0.00503
1002,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,13,0.00503
1002,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,4,0.00503
1002,Cryptophyta < 10 µm length,Flagellate,(null),(null),10,0.002012
1002,Cylindrical diatom,Centric diatom,(null),(null),7,0.00503
1002,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,7,0.00503
1002,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,82,0.00503
1002,Flagellate <10 µm fusiform,Flagellate,(null),(null),8,0.002012
1002,Flagellate <10 µm round,Flagellate,(null),(null),163,0.002012
1002,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,1,0.00503
1002,Guinardia striata,Centric diatom,Guinardia,striata,1,0.00503
1002,Haslea wawrikae,Pennate diatom,Haslea,wawrikae,2,0.00503
1002,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,1,0.00503
1002,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,42,0.00503
1002,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,3,0.00503
1002,Proboscia alata,Centric diatom,Proboscia,alata,1,0.00503
1002,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,42,0.00503
1002,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,139,0.00503
1002,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,4,0.00503
1002,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,5,0.00503
1002,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,5,0.00503
1002,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,4,0.00503
1002,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3,0.00503
1002,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,4,0.00503
1002,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,20,0.00503
1002,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),1,0.00503
1002,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),4,0.002012
1003,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,3,0.01
1003,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,1,0.01
1003,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,2,0.01
1003,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,12,0.01
1003,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,7,0.01
1003,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,51,0.01
1003,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,27,0.01
1003,Flagellate <10 µm fusiform,Flagellate,(null),(null),7,0.002
1003,Flagellate <10 µm round,Flagellate,(null),(null),75,0.002
1003,Guinardia striata,Centric diatom,Guinardia,striata,3,0.01
1003,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,3,0.01
1003,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,1,0.01
1003,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,176,0.01
1003,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3,0.01
1003,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,1,0.01
1003,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,10,0.01
1003,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,1,0.01
1003,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,1,0.01
1003,Thalassiosira spp. 80-100 µm,Centric diatom,Thalassiosira,spp.,1,0.01
1003,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,0.01
1003,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3,0.002
1004,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,2,0.02
1004,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,0.02
1004,Chaetoceros curvisetus,Centric diatom,Chaetoceros (Hyalochaete),curvisetus,5,0.02
1004,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,1,0.02
1004,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,2,0.02
1004,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,25,0.02
1004,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,5,0.02
1004,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,18,0.02
1004,Chrysophyceae,Flagellate,(null),(null),1,0.002
1004,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,5,0.02
1004,Corethron spp.,Centric diatom,Corethron,spp.,1,0.02
1004,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,35,0.02
1004,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,32,0.02
1004,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,23,0.02
1004,Eucampia cornuta,Centric diatom,Eucampia,cornuta,1,0.02
1004,Flagellate <10 µm fusiform,Flagellate,(null),(null),7,0.002
1004,Flagellate <10 µm round,Flagellate,(null),(null),49,0.002
1004,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,2,0.02
1004,Guinardia striata,Centric diatom,Guinardia,striata,3,0.02
1004,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,4,0.02
1004,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,23,0.02
1004,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,2,0.02
1004,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),1,0.02
1004,Odontella sinensis,Centric diatom,Odontella,sinensis,1,0.02
1004,Proboscia alata,Centric diatom,Proboscia,alata,8,0.02
1004,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,1,0.02
1004,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,30,0.02
1004,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,23,0.02
1004,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,1,0.02
1004,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,1,0.02
1004,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,23,0.02
1004,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,75,0.02
1004,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),5,0.002
1005,Amphora spp.,Pennate diatom,Amphora,spp.,1,0.01575
1005,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,6,0.01575
1005,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,2,0.01575
1005,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,2,0.01575
1005,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,15,0.01575
1005,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,4,0.01575
1005,Ciliate (Inc. tintinnid),Ciliate,(null),(null),9,0.01575
1005,Cylindrical diatom,Centric diatom,(null),(null),1,0.01575
1005,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,6,0.01575
1005,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,2,0.01575
1005,Guinardia delicatula,Centric diatom,Guinardia,delicatula,3,0.01575
1005,Guinardia striata,Centric diatom,Guinardia,striata,2,0.01575
1005,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),2,0.01575
1005,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,1,0.01575
1005,Hemiaulus sinensis,Centric diatom,Hemiaulus,sinensis,2,0.01575
1005,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,1,0.01575
1005,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,3,0.01575
1005,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),6,0.01575
1005,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,3,0.01575
1005,Odontella sinensis,Centric diatom,Odontella,sinensis,9,0.01575
1005,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),14,0.01575
1005,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,7,0.01575
1005,Proboscia alata f. indica,Centric diatom,Proboscia,alata f. indica,1,0.01575
1005,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,1,0.01575
1005,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,74,0.01575
1005,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,16,0.01575
1005,Pseudosolenia calcar-avis,Centric diatom,Pseudosolenia,calcar-avis,1,0.01575
1005,Rhizosolenia robusta,Centric diatom,Rhizosolenia,robusta,1,0.105
1005,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,5,0.01575
1005,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,5,0.01575
1005,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,88,0.01575
1005,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,5,0.01575
1005,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,14,0.01575
1005,Thalassiosira spp. 80-100 µm,Centric diatom,Thalassiosira,spp.,1,0.01575
1005,Tintinnopsis spp.,Ciliate,Tintinnopsis,spp.,3,0.01575
1005,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,30,0.01575
1005,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,0.105
1005,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,0.105
1005,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),15,0.01575
1009,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,1,0.01
1009,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,2,0.01
1009,Chaetoceros affinis,Centric diatom,Chaetoceros (Hyalochaete),affinis,5,0.01
1009,Chaetoceros laeve,Centric diatom,Chaetoceros (Hyalochaete),laeve,6,0.01
1009,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,19,0.01
1009,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,3,0.01
1009,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,2,0.01
1009,Ciliate (Inc. tintinnid),Ciliate,(null),(null),16,0.01
1009,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,1,0.01
1009,Coscinodiscus spp. 150-200 µm,Centric diatom,Coscinodiscus,spp.,2,0.01
1009,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,17,0.01
1009,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,3,0.01
1009,Diploneis spp.,Pennate diatom,Diploneis,spp.,3,0.01
1009,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,9,0.01
1009,Guinardia delicatula,Centric diatom,Guinardia,delicatula,3,0.01
1009,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,4,0.01
1009,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,1,0.01
1009,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,3,0.01
1009,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,4,0.01
1009,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,4,0.01
1009,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,5,0.01
1009,Odontella sinensis,Centric diatom,Odontella,sinensis,3,0.01
1009,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),22,0.01
1009,Pennate diatom 50 - 75 µm,Pennate diatom,(null),(null),14,0.01
1009,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,4,0.01
1009,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,1,0.01
1009,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,26,0.01
1009,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,20,0.01
1009,Rhizosolenia pungens,Centric diatom,Rhizosolenia,pungens,1,0.01
1009,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,2,0.01
1009,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,1,0.01
1009,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,154,0.01
1009,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,15,0.01
1009,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,31,0.01
1009,Tintinnopsis spp.,Ciliate,Tintinnopsis,spp.,1,0.01
1009,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),26,0.01
1010,Asterionellopsis glacialis,Pennate diatom,Asterionellopsis,glacialis,2,0.02
1010,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,3,0.02
1010,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,1,0.02
1010,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,10,0.02
1010,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,4,0.02
1010,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,20,0.02
1010,Ciliate (Inc. tintinnid),Ciliate,(null),(null),11,0.02
1010,Corethron spp.,Centric diatom,Corethron,spp.,1,0.02
1010,Cryptophyta < 10 µm length,Flagellate,(null),(null),5,0.002
1010,Cylindrical diatom,Centric diatom,(null),(null),9,0.02
1010,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,9,0.02
1010,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,19,0.02
1010,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,0.02
1010,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,1,0.1
1010,Flagellate <10 µm round,Flagellate,(null),(null),180,0.002
1010,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,5,0.02
1010,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,131,0.02
1010,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,19,0.02
1010,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),3,0.02
1010,Pennate diatom > 100 µm,Pennate diatom,(null),(null),6,0.02
1010,Proboscia alata,Centric diatom,Proboscia,alata,3,0.02
1010,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,1,0.02
1010,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,26,0.02
1010,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,29,0.02
1010,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,9,0.02
1010,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,2,0.02
1010,Skeletonema spp.,Centric diatom,Skeletonema,spp.,23,0.02
1010,Strombidium spp.,Ciliate,Strombidium,spp.,1,0.02
1010,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,3,0.02
1010,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,2,0.02
1010,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,1,0.02
1010,Tripos axialis,Dinoflagellate,Tripos (Tripoceratium),axialis,1,0.1
1010,Tripos contortus var. karstenii,Dinoflagellate,Tripos (Amphiceratium),contortus var. karstenii,3,0.1
1010,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,0.1
1010,Tripos fusus type,Dinoflagellate,Tripos (Amphiceratium),fusus type,1,0.1
1010,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,1,0.1
1010,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),20,0.02
1011,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,4,0.0412
1011,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,2,0.0412
1011,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,26,0.0412
1011,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,3,0.0412
1011,Ciliate (Inc. tintinnid),Ciliate,(null),(null),6,0.0412
1011,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,8,0.0412
1011,Cryptophyta < 10 µm length,Flagellate,(null),(null),5,0.001545
1011,Cylindrical diatom,Centric diatom,(null),(null),2,0.0412
1011,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,2,0.0412
1011,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,15,0.0412
1011,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,175,0.0412
1011,Flagellate <10 µm round,Flagellate,(null),(null),202,0.001545
1011,Guinardia delicatula,Centric diatom,Guinardia,delicatula,2,0.0412
1011,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,3,0.0412
1011,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,2,0.0412
1011,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,1,0.0412
1011,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,5,0.0412
1011,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,13,0.0412
1011,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),1,0.0412
1011,Proboscia alata,Centric diatom,Proboscia,alata,1,0.0412
1011,Prorocentrum triestinum,Dinoflagellate,Prorocentrum,triestinum,1,0.0412
1011,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,5,0.0412
1011,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,5,0.0412
1011,Striatella spp.,Pennate diatom,Striatella,spp.,1,0.0412
1011,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,0.0412
1011,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,6,0.0412
1011,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,4,0.0412
1011,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,2,0.0412
1011,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,1,0.0412
1011,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,0.0412
1011,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),11,0.0412
1012,Ciliate (Inc. tintinnid),Ciliate,(null),(null),11,0.01605
1012,Cryptophyta < 10 µm length,Flagellate,(null),(null),15,0.000963
1012,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,3,0.01605
1012,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,3,0.01605
1012,Flagellate <10 µm fusiform,Flagellate,(null),(null),4,0.000963
1012,Flagellate <10 µm round,Flagellate,(null),(null),188,0.000963
1012,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,9,0.01605
1012,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,1,0.01605
1012,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,3,0.01605
1012,Navicula cf. 60-80 µm length,Pennate diatom,(null),(null),1,0.01605
1012,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,1,0.107
1012,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,4,0.01605
1012,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),2,0.01605
1012,Proboscia alata,Centric diatom,Proboscia,alata,248,0.01605
1012,Pronoctiluca spp.,Dinoflagellate,Pronoctiluca,spp.,2,0.01605
1012,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,1,0.01605
1012,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,2,0.01605
1012,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,18,0.01605
1012,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,5,0.01605
1012,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,3,0.01605
1012,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,4,0.01605
1012,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,0.107
1012,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),10,0.01605
1012,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3,0.000963
1013,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,3,0.02625
1013,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,3,0.02625
1013,Ciliate (Inc. tintinnid),Ciliate,(null),(null),63,0.02625
1013,Cladopyxis brachiolata,Dinoflagellate,Cladopyxis,brachiolata,1,0.105
1013,Cryptophyta < 10 µm length,Flagellate,(null),(null),17,0.001575
1013,Cylindrical diatom,Centric diatom,(null),(null),3,0.02625
1013,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,10,0.02625
1013,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,2,0.02625
1013,Flagellate <10 µm fusiform,Flagellate,(null),(null),1,0.001575
1013,Flagellate <10 µm round,Flagellate,(null),(null),181,0.001575
1013,Foraminifera,Foraminifera,(null),(null),1,0.02625
1013,Guinardia delicatula,Centric diatom,Guinardia,delicatula,63,0.02625
1013,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,2,0.02625
1013,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,5,0.02625
1013,Laboea spp.,Ciliate,Laboea,spp.,9,0.02625
1013,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,1,0.02625
1013,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,16,0.02625
1013,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,1,0.02625
1013,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),1,0.02625
1013,Pennate diatom 50 - 75 µm,Pennate diatom,(null),(null),14,0.02625
1013,Proboscia alata,Centric diatom,Proboscia,alata,30,0.02625
1013,Pronoctiluca pelagica,Dinoflagellate,Pronoctiluca,pelagica,1,0.02625
1013,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,2,0.02625
1013,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,2,0.02625
1013,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,26,0.02625
1013,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,14,0.02625
1013,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,11,0.02625
1013,Strombidium spp.,Ciliate,Strombidium,spp.,2,0.02625
1013,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,2,0.02625
1013,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,13,0.02625
1013,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,0.105
1013,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,0.105
1013,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),38,0.02625
1014,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,1,0.02525
1014,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,2,0.02525
1014,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,11,0.02525
1014,Ciliate (naked < 25µm),Ciliate,(null),(null),3,0.02525
1014,Codonellopsis morchella,Ciliate,Codonellopsis,morchella,1,0.02525
