SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
286,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,23.5755
289,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,6.4297
64,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,39.2924
138,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,7.8585
103,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,7.0726
182,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,6.4297
88,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,5.239
44,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,25.0489
2,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,0.0707
196,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,0.1088
199,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,0.8841
92,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,3.5363
129,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,7.8585
406,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,6.8006
733,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,237.8978
479,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,32.5713
498,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,25.7187
521,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,5.239
533,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,10.478
535,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,0.3929
546,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,3.5363
647,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,3.6085
714,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,6.4297
828,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,15.3753
763,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,21.2179
777,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,15.717
816,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,12.8593
827,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,7.0726
831,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,14.1453
863,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,6.2868
911,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,21.2179
973,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,25.7187
981,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,3.5363
995,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,8.8408
49,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1.4735
137,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,2.1432
69,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,6.4297
84,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1.9646
17,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,3.1434
155,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1.7682
71,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,26.1949
43,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,13.3594
172,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1.0104
360,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,78.5848
364,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,15.717
435,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,26.9434
400,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,10.609
458,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,7.7357
715,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,3.5363
532,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,10.478
564,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,6.4297
634,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,23.5755
641,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,10.609
701,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,7.8585
779,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,78.5848
769,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,7.0726
773,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,7.0726
763,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,7.0726
831,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,28.2905
798,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,31.4339
870,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,6.4297
911,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,7.0726
903,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,14.1453
1004,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,6.4297
181,Temoropia mayumbaensis m,COPEPOD,Copepod,Temoropia,mayumbaensis,104881,3.5363
166,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,6.8006
404,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,20.4018
522,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,13.6012
732,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,6.4297
631,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,5.4405
680,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,6.4297
681,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,6.4297
767,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,6.4297
986,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,5.4405
4,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,1.1788
73,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,3.8861
404,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,6.8006
527,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,2.2669
629,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,2.2669
70,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,(null),(null),148378,1.6001
374,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,(null),(null),148378,2.2669
61,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,(null),(null),148378,3.5363
812,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,(null),(null),148378,27.2024
883,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,(null),(null),148378,14.1453
1013,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,(null),(null),148378,3.5363
287,Hyperiid amphipod,NON-COPEPOD,Amphipod,(null),(null),101796,6.4297
391,Hyperiid amphipod,NON-COPEPOD,Amphipod,(null),(null),101796,1.4735
787,Hyperiid amphipod,NON-COPEPOD,Amphipod,(null),(null),101796,12.8593
35,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,0.0982
107,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1.263
106,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,7.8585
99,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1.209
15,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,2.1218
194,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,0.8841
27,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,39.2924
149,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,7.8585
396,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,9.1852
381,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1.7682
410,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,3.5363
24,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,42.4358
460,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,3.9292
513,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,3.5363
516,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,3.5363
545,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1.8135
633,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,27.2024
781,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,28.2905
796,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,17.6816
826,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,28.2905
862,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,15.717
983,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,10.609
1071,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,2.8291
1046,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,5.1437
169,Barnacle cyprid,NON-COPEPOD,Cirripedia,(null),(null),1082,1.1788
848,Barnacle cyprid,NON-COPEPOD,Cirripedia,(null),(null),1082,7.8585
1012,Barnacle cyprid,NON-COPEPOD,Cirripedia,(null),(null),1082,3.5363
47,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,5.0519
22,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,0.0884
49,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,10.3143
37,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,1.4735
135,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,130.9747
48,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,816.0734
69,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,64.2967
181,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,10.609
166,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,27.2024
88,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,2.6195
23,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,14.4013
157,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,108.8098
195,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,9.6445
148,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,13.6012
100,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,19.4303
116,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,32.1483
296,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,35.3632
144,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,23.5755
57,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7.8585
173,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,13.6012
310,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,15.5443
306,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,272.0245
301,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,5.1437
437,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,56.5811
441,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,290.7639
406,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,27.2024
360,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,440.0751
364,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,27.5047
367,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,38.578
416,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,2.1432
422,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,3.5363
492,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,32.1483
478,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,3.6457
495,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,169.4486
472,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,74.8067
469,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,802.4722
554,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,1091.646
556,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,55.0094
560,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7.0726
532,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,188.6036
545,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7.254
547,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,106.0895
622,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,195.8576
653,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7.8585
563,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,28.9335
621,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,74.8067
634,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,196.4621
645,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,12.8593
681,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,38.578
687,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,88.4079
698,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,1.5717
673,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,25.7187
674,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,6.4297
702,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,440.0751
742,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,14.1453
739,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,17.6816
783,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,99.0169
772,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,14.1453
763,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,49.5085
764,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,1.886
801,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,113.1622
823,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,88.4079
836,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7.3673
798,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,31.4339
843,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,12.8593
861,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,91.9443
862,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,440.0751
897,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,66.0113
909,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,3.5363
910,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7.0726
986,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,10.881
874,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7.0726
990,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,28.2905
991,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,14.1453
1005,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,4608.6209
993,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,88.4079
1053,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,37.7207
287,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,3.2148
137,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,3.2148
135,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,2.6195
104,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,4.4906
167,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,3.2148
125,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,5.4405
141,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,5.239
51,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,7.8585
173,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,13.6012
311,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,1.209
388,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,3.1434
392,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,1.4735
403,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,27.2024
74,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,7.8585
417,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,12.8593
485,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,2.3575
469,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,13.6012
559,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,3.9292
534,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,7.8585
629,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,11.3344
691,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,13.6012
778,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,31.4339
828,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,15.3753
801,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,28.2905
798,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,31.4339
825,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,23.5755
1015,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,15.717
102,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,10.609
284,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,3.2148
288,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,25.7187
289,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,51.4374
290,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,35.3632
31,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,0.1751
47,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,7.0726
152,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6.6306
122,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,48.2225
16,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,61.2055
151,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,1.7682
145,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,15.9134
175,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,10.609
180,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,90.0154
1,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,7.0726
111,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,4.7151
155,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,8.8408
6,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,10.609
148,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,34.0031
197,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,3.3153
77,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6.3149
199,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,12.3771
57,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,15.717
73,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,54.4049
133,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,3.9784
172,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,5.0519
298,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,51.4374
304,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,14.1453
299,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6.4297
207,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,112.5192
426,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,68.0061
428,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,27.2024
407,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,73.9412
410,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,5.3045
363,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,11.7877
447,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,2.9469
417,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6.4297
456,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,55.1114
59,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,22.9861
409,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,2.3575
463,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,7.8585
499,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,1.7682
513,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,17.6816
518,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,9.0212
468,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,147.3466
464,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,39.2924
473,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,340.0306
734,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,51.4374
554,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,215.2541
560,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,14.1453
538,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6.4297
618,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,19.289
629,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,77.0736
646,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,21.762
636,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,19.289
655,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,27.2024
656,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,32.6429
662,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,58.2452
727,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,45.0077
679,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,25.7187
682,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,4.4204
700,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,21.2179
674,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,12.8593
711,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,9.6445
780,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,254.6149
744,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,68.0061
764,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,1.886
793,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,4.7151
802,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,19.289
813,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6.4297
814,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6.4297
867,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,29.1226
840,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,44.204
842,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,4.7151
859,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,9.4302
876,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,15.717
905,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,47.1509
912,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,28.2905
901,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,25.7187
902,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6.4297
1083,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,136.0122
992,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,123.7711
1071,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,8.4872
1004,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,70.7264
1005,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,182.5196
1046,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,15.4312
187,Cnidarian larvae,NON-COPEPOD,Cnidarian,(null),(null),1267,12.8593
190,Cnidarian larvae,NON-COPEPOD,Cnidarian,(null),(null),1267,6.4297
302,Cnidarian larvae,NON-COPEPOD,Cnidarian,(null),(null),1267,6.4297
404,Cnidarian larvae,NON-COPEPOD,Cnidarian,(null),(null),1267,13.6012
289,Colonial ascidian larvae,NON-COPEPOD,Ascidian,(null),(null),1839,9.6445
293,Colonial ascidian larvae,NON-COPEPOD,Ascidian,(null),(null),1839,12.8593
302,Colonial ascidian larvae,NON-COPEPOD,Ascidian,(null),(null),1839,25.7187
450,Colonial ascidian larvae,NON-COPEPOD,Ascidian,(null),(null),1839,6.4297
886,Colonial ascidian larvae,NON-COPEPOD,Ascidian,(null),(null),1839,3.8438
1146,Colonial ascidian larvae,NON-COPEPOD,Ascidian,(null),(null),1839,7.0726
102,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,3.5363
287,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,6.4297
177,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2.2102
152,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1.4735
81,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,3.5363
105,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1.4735
131,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2.1432
101,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,5.5111
199,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,7.9567
116,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,9.6445
147,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,10.1038
144,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,7.8585
72,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,185.0399
8,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,4.2436
21,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,0.7073
309,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,7.7721
283,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,0.442
437,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,7.0726
377,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,6.4297
390,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,19.6462
453,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,6.4297
497,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2.8291
516,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,3.5363
470,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,40.8037
540,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,6.4297
681,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,6.4297
688,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,13.6012
671,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,7.8585
891,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,4.7151
916,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,0.2549
169,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,8.2514
